budget_id,customer_id,project_id,budget_month,budget_amount,actual_amount,budget_hours,actual_hours
BUD7315,CUST1032,PRJ2043,2024-07-01,56447.44,63058.44,1092.7,1329.8
BUD7316,CUST1032,PRJ2043,2024-08-01,65420.84,75982.42,1099.8,1255.5
BUD7317,CUST1032,PRJ2043,2024-09-01,57899.48,42745.11,968.0,980.8
BUD7318,CUST1032,PRJ2043,2024-10-01,69307.53,76494.27,1031.2,804.5
BUD7319,CUST1032,PRJ2043,2024-11-01,60014.82,42625.33,924.2,1063.0
BUD7320,CUST1032,PRJ2043,2024-12-01,67310.34,84708.25,1114.3,999.8
BUD7321,CUST1032,PRJ2043,2025-01-01,61933.96,70678.35,1108.6,931.3
BUD7322,CUST1032,PRJ2043,2025-02-01,65961.63,53088.98,1007.6,1117.0
BUD7323,CUST1012,PRJ2044,2024-08-01,65513.14,60192.49,516.6,476.4
BUD7324,CUST1012,PRJ2044,2024-09-01,62454.44,66267.76,564.9,452.3
BUD7325,CUST1012,PRJ2044,2024-10-01,62033.47,59984.5,463.4,556.3
BUD7326,CUST1012,PRJ2044,2024-11-01,59775.12,47257.46,461.2,343.1
BUD7327,CUST1012,PRJ2044,2024-12-01,65147.75,72818.91,562.7,519.5
BUD7328,CUST1012,PRJ2044,2025-01-01,64202.39,66543.56,552.5,715.6
BUD7329,CUST1012,PRJ2044,2025-02-01,55573.71,63679.43,592.5,692.7
BUD7330,CUST1012,PRJ2044,2025-03-01,52611.21,43457.04,576.1,631.6
BUD7331,CUST1012,PRJ2044,2025-04-01,61786.89,73608.66,563.3,538.5
BUD7332,CUST1012,PRJ2044,2025-05-01,51129.43,47274.68,571.0,665.2
BUD7333,CUST1012,PRJ2044,2025-06-01,59732.98,64669.18,508.9,369.5
BUD7334,CUST1035,PRJ2045,2023-09-01,42703.4,55147.32,1017.8,1165.2
BUD7335,CUST1035,PRJ2045,2023-10-01,51187.69,57722.97,1011.1,1096.4
BUD7336,CUST1035,PRJ2045,2023-11-01,51782.53,42755.45,880.3,847.9
BUD7337,CUST1035,PRJ2045,2023-12-01,48588.7,36009.59,1008.7,1049.8
BUD7338,CUST1035,PRJ2045,2024-01-01,52918.89,56960.25,1090.6,942.9
BUD7339,CUST1035,PRJ2045,2024-02-01,54854.87,42540.36,926.2,772.3
BUD7340,CUST1046,PRJ2046,2024-07-01,17824.45,19705.34,288.9,362.3
BUD7341,CUST1046,PRJ2046,2024-08-01,17119.63,15517.06,317.0,357.4
BUD7342,CUST1046,PRJ2046,2024-09-01,21202.98,27174.12,357.3,348.6
BUD7343,CUST1046,PRJ2046,2024-10-01,20909.33,15125.32,351.2,331.1
BUD7344,CUST1046,PRJ2046,2024-11-01,21566.7,17411.4,297.9,374.7
BUD7345,CUST1046,PRJ2046,2024-12-01,21691.28,22050.56,376.7,378.8
BUD7346,CUST1026,PRJ2047,2023-05-01,31899.15,34836.9,761.9,815.3
BUD7347,CUST1026,PRJ2047,2023-06-01,26616.62,26239.02,789.2,812.3
BUD7348,CUST1026,PRJ2047,2023-07-01,33015.53,26652.5,787.6,946.5
BUD7349,CUST1026,PRJ2047,2023-08-01,27136.5,26320.06,761.7,730.1
BUD7350,CUST1026,PRJ2047,2023-09-01,31358.2,37139.83,681.7,623.8
BUD7351,CUST1026,PRJ2047,2023-10-01,33737.39,29989.29,792.0,906.5
BUD7352,CUST1026,PRJ2047,2023-11-01,26504.98,23207.82,767.7,611.5
BUD7353,CUST1031,PRJ2048,2024-05-01,36261.28,29443.82,956.4,834.3
BUD7354,CUST1031,PRJ2048,2024-06-01,34024.16,42249.48,977.7,1187.8
BUD7355,CUST1031,PRJ2048,2024-07-01,31116.15,27551.8,1029.0,1154.3
BUD7356,CUST1030,PRJ2049,2024-07-01,19194.76,21259.68,1264.5,906.4
BUD7357,CUST1030,PRJ2049,2024-08-01,16582.08,17827.12,1120.2,948.2
BUD7358,CUST1030,PRJ2049,2024-09-01,20292.5,24588.63,1206.4,1415.0
BUD7359,CUST1030,PRJ2049,2024-10-01,16114.57,18910.08,1088.0,955.2
BUD7360,CUST1030,PRJ2049,2024-11-01,19405.44,15872.71,1196.6,1025.8
BUD7361,CUST1030,PRJ2049,2024-12-01,20612.74,19019.58,1145.7,1016.0
BUD7362,CUST1030,PRJ2049,2025-01-01,17565.04,19536.07,974.5,740.3
BUD7363,CUST1030,PRJ2049,2025-02-01,17059.01,21477.62,1061.8,917.3
BUD7364,CUST1030,PRJ2049,2025-03-01,19363.18,22558.62,1068.4,1359.4
